Access_No,Title,Authors,Department,Rack_No,Matching_Access_No
5529,Lex and Yacc,"Levine,John.R;Mason,Tony & Bro",Information Science,N/A,N/A
553,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5530,Lex and Yacc,"Levine,John.R;Mason,Tony & Bro",Information Science,N/A,N/A
5531,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Electronics,N/A,N/A
5532,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Electronics,N/A,N/A
5533,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Electronics,N/A,N/A
5534,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Telecommunication,N/A,N/A
5535,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Telecommunication,N/A,N/A
5536,Quantum computation and quantum information,"Nielien, Michael A & Chump, Wa",Physics,N/A,N/A
5537,Quantum computation and quantum information,"Nielien, Michael A & Chump, Wa",Information Science,N/A,N/A
5538,Hand book of experiments in electronics and commun,"Poornachandrarao, S & Sasikala",Electronics,N/A,N/A
5539,Hand book of experiments in electronics and commun,"Poornachandrarao, S & Sasikala",Telecommunication,N/A,N/A
554,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5540,Classic Data Structures,"Samanta, D",Computer Science,N/A,N/A
5541,Classic Data Structures,"Samanta, D",Information Science,N/A,N/A
5542,Programming and customizing the PIC Microcontrolle,"Predko, Myke",Electronics,N/A,N/A
5543,Concise text book of biochemistry,"Pattabhiraman, T N",Biotechnology,N/A,N/A
5544,Concise text book of biochemistry,"Pattabhiraman, T N",Biotechnology,N/A,N/A
5545,Concise text book of biochemistry,"Pattabhiraman, T N",Biotechnology,N/A,N/A
5546,Concise text book of biochemistry,"Pattabhiraman, T N",Biotechnology,N/A,N/A
5547,Concise text book of biochemistry,"Pattabhiraman, T N",Biotechnology,N/A,N/A
5548,Getting started with SAP R/3,"Prince, Dennis L",Computer Science,N/A,N/A
5549,Industrial Microbiology,Prescott Samuel C and Dunna Ci,Biotechnology,N/A,N/A
555,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5550,Internet and web technologies,"Kamal, Raj",Computer Science,N/A,N/A
5551,Distributed databases,"Cori, Stefano",Computer Science,N/A,N/A
5552,Distributed databases,"Cori, Stefano",Computer Science,N/A,N/A
5553,Distributed databases,"Cori, Stefano",Computer Science,N/A,N/A
5554,Distributed databases,"Cori, Stefano",Information Science,N/A,N/A
5555,Distributed databases,"Cori, Stefano",Information Science,N/A,N/A
5556,Engineering fluid mechanics (SI Units),"Kumar, K L",Biotechnology,N/A,N/A
5557,Engineering fluid mechanics (SI Units),"Kumar, K L",Biotechnology,N/A,N/A
5558,Engineering fluid mechanics (SI Units),"Kumar, K L",Biotechnology,N/A,N/A
5559,Engineering fluid mechanics (SI Units),"Kumar, K L",Biotechnology,N/A,N/A
556,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5560,Engineering fluid mechanics (SI Units),"Kumar, K L",Biotechnology,N/A,N/A
5561,Introduction to Graph Theory,West Douglas B,Mathematics,N/A,N/A
5562,Introduction to Graph Theory,West Douglas B,Mathematics,N/A,N/A
5563,Computer dictionary,Microsoft,Computer Science,N/A,N/A
5564,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5565,Programming and customizing PIC Microcontrollers,"Predko, Myke",Telecommunication,N/A,N/A
5566,Research methods in Library and information scienc,"Khan, M.A ed",General,N/A,N/A
5567,Unit operations of Chemical Engineering,"McCabe, Warren L, Smith, Julia",Biotechnology,N/A,N/A
5568,Unit operations of Chemical Engineering,"McCabe, Warren L, Smith, Julia",Biotechnology,N/A,N/A
5569,Lehninger principles of biochemistry,"Nelson, David L & Cox, Michael",Biotechnology,N/A,N/A
557,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5570,Computer Concepts and C Programming,Hongal Rajesh,Electronics,N/A,N/A
5571,Solved C programs lab assignments,"Hongal, Rajesh",Information Science,N/A,N/A
5572,Embedded systems:,"Kamal, Raj",Computer Science,N/A,N/A
5573,Engineering Mathematics - III,Govinda Rao H S,Mathematics,N/A,N/A
5574,Elements of mechanical engineering,"Trymbaka Murthy, S",Mechanical,N/A,N/A
5575,Basic electrical engineering,Rao M V,Electrical,N/A,N/A
5576,Basic electrical engineering,Basavaraju & Basavaraju,Electrical,N/A,N/A
5577,Basic electrical engineering,Basavaraju & Basavaraju,Electrical,N/A,N/A
5578,Biotechnology and Genomics,"Gupta, P K",Biotechnology,N/A,N/A
5579,Electrical and electronics measurements,"Bakshi, U A & Bakshi, A V",Electrical,N/A,N/A
558,Engineering mechanics: a text book  of applied mec,"Ramamrutham, S & Narayanan, R",Mechanical,N/A,N/A
5580,Engineering drawing work book: common to all branc,"Venkata Reddy, K",Mechanical,N/A,N/A
5581,Operating systems: design and implementation,"Tanenbaum, A S & Woodhull A S",Computer Science,N/A,N/A
5582,Operating systems: design and implementation,"Tanenbaum, A S & Woodhull A S",Computer Science,N/A,N/A
5583,Operating systems: design and implementation,"Tanenbaum, A S & Woodhull A S",Computer Science,N/A,N/A
5584,Operating systems: design and implementation,"Tanenbaum, A S & Woodhull A S",Information Science,N/A,N/A
5585,Operating systems: design and implementation,"Tanenbaum, A S & Woodhull A S",Information Science,N/A,N/A
5586,Red Hat Linux 9 Unleashed,Ball Bill and  Duff  Hayt,Computer Science,N/A,N/A
5587,Red Hat Linux 9 Unleashed,Ball Bill and Duff  Hayt,Computer Science,N/A,N/A
5588,Red Hat Linux 9 Unleashed,Ball Bill and  Duff Hayt,Computer Science,N/A,N/A
5589,Red Hat Linux 9 Unleashed,Ball Bill and Duff  Hayt,Information Science,N/A,N/A
559,Engineering mechanics: a text book  of applied mec,"Shames, Irving H",Mechanical,N/A,N/A
5590,Red Hat Linux 9 Unleashed,Ball  Bill and  Duff  Hayt,Information Science,N/A,N/A
5591,Teach yourself MySQL in 21 days,"Butcher, Tony",Computer Science,N/A,N/A
5592,Teach yourself MySQL in 21 days,"Butcher, Tony",Computer Science,N/A,N/A
5593,Teach yourself MySQL in 21 days,"Butcher, Tony",Computer Science,N/A,N/A
5594,Teach yourself MySQL in 21 days,"Butcher, Tony",Information Science,N/A,N/A
5595,Teach yourself MySQL in 21 days,"Butcher, Tony",Information Science,N/A,N/A
5596,Teach yourself Java2 in 21 days: professional refe,"Cademhead, Rogers & Lemay, Lau",Computer Science,N/A,N/A
5597,Teach yourself Java2 in 21 days: professional refe,"Cademhead, Rogers & Lemay, Lau",Computer Science,N/A,N/A
5598,Teach yourself Java2 in 21 days: professional refe,"Cademhead, Rogers & Lemay, Lau",Computer Science,N/A,N/A
5599,Teach yourself Java2 in 21 days: professional refe,"Cademhead, Rogers & Lemay, Lau",Information Science,N/A,N/A
56,Engineering Mathematics - II,"Rudraiah N, Shiva Kumar B S an",Mathematics,N/A,N/A
560,Engineering mechanics: a text book  of applied mec,"Shames, Irving H",Mechanical,N/A,N/A
5600,Teach yourself Java2 in 21 days: professional refe,"Cademhead, Rogers & Lemay, Lau",Information Science,N/A,N/A
5601,Teach yourself Windows server 2003 in 24 hours,"Habraken, Joe",Computer Science,N/A,N/A
5602,Teach yourself Windows server 2003 in 24 hours,"Habraken, Joe",Computer Science,N/A,N/A
5603,Teach yourself Windows server 2003 in 24 hours,"Habraken, Joe",Computer Science,N/A,N/A
5604,Teach yourself Windows server 2003 in 24 hours,"Habraken, Joe",Information Science,N/A,N/A
5605,Teach yourself Windows server 2003 in 24 hours,"Habraken, Joe",Information Science,N/A,N/A
5606,Teach yourself web services in 24 hours,"Potts, Stephen & Kopack, Mike",Computer Science,N/A,N/A
5607,Teach yourself web services in 24 hours,"Potts, Stephen & Kopack, Mike",Computer Science,N/A,N/A
5608,Teach yourself web services in 24 hours,"Potts, Stephen & Kopack, Mike",Computer Science,N/A,N/A
5609,Teach yourself web services in 24 hours,"Potts, Stephen & Kopack, Mike",Information Science,N/A,N/A
561,Engineering mechanics: a text book  of applied mec,"Shames, Irving H",Mechanical,N/A,N/A
5610,Teach yourself web services in 24 hours,"Potts, Stephen & Kopack, Mike",Information Science,N/A,N/A
5611,Core J2EE patterns: best practice and design strat,"Alur, Deepak, Crupi, John & Ma",Computer Science,N/A,N/A
5612,Core J2EE patterns: best practice and design strat,"Alur, Deepak, Crupi, John & Ma",Computer Science,N/A,N/A
5613,Core J2EE patterns: best practice and design strat,"Alur, Deepak, Crupi, John & Ma",Computer Science,N/A,N/A
5614,Core J2EE patterns: best practice and design strat,"Alur, Deepak, Crupi, John & Ma",Information Science,N/A,N/A
5615,Core J2EE patterns: best practice and design strat,"Alur, Deepak, Crupi, John & Ma",Information Science,N/A,N/A
5616,Let us C++,"Kanetkar, Yashavant",Computer Science,N/A,N/A
5617,Let us C++,"Kanetkar, Yashavant",Computer Science,N/A,N/A
5618,Let us C++,"Kanetkar, Yashavant",Computer Science,N/A,N/A
5619,Let us C++,"Kanetkar, Yashavant",Computer Science,N/A,N/A
562,Engineering mechanics: a text book  of applied mec,"Shames, Irving H",Mechanical,N/A,N/A
5620,Let us C++,"Kanetkar, Yashavant",Computer Science,N/A,N/A
5621,Let us C++,"Kanetkar, Yashavant",Information Science,N/A,N/A
5622,Let us C++,"Kanetkar, Yashavant",Information Science,N/A,N/A
5623,Let us C++,"Kanetkar, Yashavant",Information Science,N/A,N/A
5624,Let us C++,"Kanetkar, Yashavant",Information Science,N/A,N/A
5625,Let us C++,"Kanetkar, Yashavant",Information Science,N/A,N/A
5626,DB2 Universal database,"Martineau, David & others",Computer Science,N/A,N/A
5627,DB2 Universal database,"Martineau, David & others",Computer Science,N/A,N/A
5628,DB2 Universal database,"Martineau, David & others",Computer Science,N/A,N/A
5629,DB2 Universal database,"Martineau, David & others",Information Science,N/A,N/A
563,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5630,DB2 Universal database,"Martineau, David & others",Information Science,N/A,N/A
5631,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5632,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5633,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5634,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5635,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5636,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Computer Science,N/A,N/A
5637,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Information Science,N/A,N/A
5638,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Information Science,N/A,N/A
5639,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Information Science,N/A,N/A
564,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5640,Discrete and Combinatorial Mathematics : An Applie,Grimaldi Ralph P,Information Science,N/A,N/A
5641,Unix Network Programming vol-1,Stevens Richard W,Computer Science,N/A,N/A
5642,Unix Network Programming vol-1,Stevens Richard W,Computer Science,N/A,N/A
5643,Unix Network Programming vol-1,Stevens Richard W,Computer Science,N/A,N/A
5644,Unix Network Programming vol-1,Stevens Richard W,Computer Science,N/A,N/A
5645,Unix Network Programming vol-1,Stevens Richard W,Computer Science,N/A,N/A
5646,Unix Network Programming vol-1,Stevens Richard W,Information Science,N/A,N/A
5647,Unix Network Programming vol-1,Stevens Richard W,Information Science,N/A,N/A
5648,Unix Network Programming the Sockets Netwoking API,"Stevens Richard W, Fenner Bill",Information Science,N/A,N/A
5649,Unix Network Programming vol-1,Stevens Richard W,Information Science,N/A,N/A
565,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5650,Unix Network Programming vol-1,Stevens Richard W,Information Science,N/A,N/A
5651,C++ Primer,"Lippman, Stanley B & Lajoee, J",Computer Science,N/A,N/A
5652,C++ Primer,"Lippman, Stanley B & Lajoee, J",Computer Science,N/A,N/A
5653,C++ Primer,"Lippman, Stanley B & Lajoee, J",Computer Science,N/A,N/A
5654,C++ Primer,"Lippman, Stanley B & Lajoee, J",Information Science,N/A,N/A
5655,C++ Primer,"Lippman, Stanley B & Lajoee, J",Information Science,N/A,N/A
5656,Data structures through C++,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5657,Data structures through C++,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5658,Data structures through C++,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5659,Data structures through C++,"Kanetkar, Yashavant P",Information Science,N/A,N/A
566,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5660,Data structures through C++,"Kanetkar, Yashavant P",Information Science,N/A,N/A
5661,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Computer Science,N/A,N/A
5662,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Computer Science,N/A,N/A
5663,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Computer Science,N/A,N/A
5664,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Information Science,N/A,N/A
5665,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Information Science,N/A,N/A
5666,SAMS Teach Yourself Red Hat Linux in 24 Hours,Hsiao Aron,Computer Science,N/A,N/A
5667,SAMS Teach Yourself Red Hat Linux in 24 Hours,Hsiao Aron,Computer Science,N/A,N/A
5668,SAMS Teach Yourself Red Hat Linux in 24 Hours,Hsiao Aron,Information Science,N/A,N/A
5669,SAMS Teach Yourself Red Hat Linux in 24 Hours,Hsiao Aron,Information Science,N/A,N/A
567,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5670,Writing TSRs through C,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5671,Writing TSRs through C,"Kanetkar, Yashavant P",Information Science,N/A,N/A
5672,Information systems: foundation of E-business,"Alter, Steven",Computer Science,N/A,N/A
5673,Information systems: foundation of E-business,"Alter, Steven",Information Science,N/A,N/A
5674,Understanding data communication,"Held, Gilbert",Computer Science,N/A,N/A
5675,Understanding data communication,"Held, Gilbert",Computer Science,N/A,N/A
5676,Understanding data communication,"Held, Gilbert",Information Science,N/A,N/A
5677,Understanding data communication,"Held, Gilbert",Information Science,N/A,N/A
5678,"Modern data warehousing, mining and visualization:","Marakas, George M",Computer Science,N/A,N/A
5679,"Modern data warehousing, mining and visualization:","Marakas, George M",Information Science,N/A,N/A
568,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5680,Problem solving with C++: the object of programmin,"Savitch, Walter",Computer Science,N/A,N/A
5681,Problem solving with C++: the object of programmin,"Savitch, Walter",Computer Science,N/A,N/A
5682,Modern information retrieval,"Baeza-Yates, Ricardo & Ribeiro",Computer Science,N/A,N/A
5683,Modern information retrieval,"Baeza-Yates, Ricardo & Ribeiro",Information Science,N/A,N/A
5684,Visual C++ 6: the complete reference,"Pappas, Chris H & Murray, Will",Computer Science,N/A,N/A
5685,Visual C++ 6: the complete reference,"Pappas, Chris H & Murray, Will",Computer Science,N/A,N/A
5686,Visual C++ projects,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5687,Visual C++ projects,"Kanetkar, Yashavant P",Computer Science,N/A,N/A
5688,Visual C++ projects,"Kanetkar, Yashavant P",Information Science,N/A,N/A
5689,Visual C++ projects,"Kanetkar, Yashavant P",Information Science,N/A,N/A
569,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5690,Visual C++ projects,"Kanetkar, Yashavant P",Information Science,N/A,N/A
5691,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Computer Science,N/A,N/A
5692,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Computer Science,N/A,N/A
5693,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Computer Science,N/A,N/A
5694,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Computer Science,N/A,N/A
5695,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Computer Science,N/A,N/A
5696,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Information Science,N/A,N/A
5697,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Biotechnology,N/A,N/A
5698,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Information Science,N/A,N/A
5699,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Information Science,N/A,N/A
57,Engineering Mathematics - II,"Rudraiah N, Shiva Kumar B S an",Mathematics,N/A,N/A
570,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5700,"Compilers: Principles, Techniques and tools","Aho, Alfred V, Sethi, Ravi & U",Information Science,N/A,N/A
5701,C++,"Schildt, Herbert",Computer Science,N/A,N/A
5702,C++,"Schildt, Herbert",Computer Science,N/A,N/A
5703,C++,"Schildt, Herbert",Computer Science,N/A,N/A
5704,C++,"Schildt, Herbert",Information Science,N/A,N/A
5705,C++,"Schildt, Herbert",Information Science,N/A,N/A
5706,HTML & XHTML: The complete referance,"Power, Thomas",Computer Science,N/A,N/A
5707,HTML & XHTML: The complete referance,"Power, Thomas",Computer Science,N/A,N/A
5708,HTML & XHTML: The complete referance,"Power, Thomas",Computer Science,N/A,N/A
5709,HTML & XHTML: The complete referance,"Power, Thomas",Information Science,N/A,N/A
571,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5710,HTML & XHTML: The complete referance,"Power, Thomas",Information Science,N/A,N/A
5711,Computer graphics : Principles and practice,Foley & others,Computer Science,N/A,N/A
5712,Computer graphics : Principles and practice,Foley & others,Computer Science,N/A,N/A
5713,Computer graphics : Principles and practice,Foley & others,Information Science,N/A,N/A
5714,Computer graphics : Principles and practice,Foley & others,Information Science,N/A,N/A
5715,Computer graphics : Principles and practice,Foley & others,Information Science,N/A,N/A
5716,Core JAVA2 : Advanced features,"Hortsmann, C S & Cornell, Gary",Computer Science,N/A,N/A
5717,Core JAVA2 : Advanced features,"Hortsmann, C S & Cornell, Gary",Computer Science,N/A,N/A
5718,Core JAVA2 : Advanced features,"Hortsmann, C S & Cornell, Gary",Computer Science,N/A,N/A
5719,Core JAVA 2 : Advanced features,"Hortsmann, C S & Cornell, Gary",Information Science,N/A,N/A
572,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5720,Core JAVA2 ; Advanced features,"Hortsmann, C S & Cornell, Gary",Information Science,N/A,N/A
5721,Object - Oriented programming with C++,"Balagurusamy, E",Computer Science,N/A,N/A
5722,Object - Oriented programming with C++,"Balagurusamy, E",Telecommunication,N/A,N/A
5723,Object - Oriented programming with C++,"Balagurusamy, E",Computer Science,N/A,N/A
5724,Object - Oriented programming with C++,"Balagurusamy, E",Information Science,N/A,N/A
5725,Object - Oriented programming with C++,"Balagurusamy, E",Information Science,N/A,N/A
5726,Cryptography and network security,"Kahate, Aul",Computer Science,N/A,N/A
5727,Cryptography and network security,"Kahate, Aul",Information Science,N/A,N/A
5728,"XML: a quick reference of more than 300 XML tasks,","Williamson, Heather A",Computer Science,N/A,N/A
5729,"XML: a quick reference of more than 300 XML tasks,","Williamson, Heather A",Computer Science,N/A,N/A
573,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5730,Dreamweaver 4: a quick reference of more than 300 ,"Williamson, Heather A",Information Science,N/A,N/A
5731,Dreamweaver 4: a quick reference of more than 300 ,"Williamson, Heather A",Information Science,N/A,N/A
5732,Professional web design: techniques and templates,"Echher, Clint",Computer Science,N/A,N/A
5733,Professional web design: techniques and templates,"Echher, Clint",Information Science,N/A,N/A
5734,Signals and systems,"Rao, Ganesh D. and Tunga Satis",Electronics,N/A,N/A
5735,Signals and systems,"Rao, Ganesh D. and Tunga Satis",Telecommunication,N/A,N/A
5736,Digital principles and design,"Givone, Donald A",Electronics,N/A,N/A
5737,Digital principles and design,"Givone, Donald A",Electronics,N/A,N/A
5738,Digital principles and design,"Givone, Donald A",Electronics,N/A,N/A
5739,Digital principles and design,"Givone, Donald A",Electronics,N/A,N/A
574,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5740,Digital principles and design,"Givone, Donald A",Electronics,N/A,N/A
5741,Digital principles and design,"Givone, Donald A",Telecommunication,N/A,N/A
5742,Digital principles and design,"Givone, Donald A",Telecommunication,N/A,N/A
5743,Digital principles and design,"Givone, Donald A",Telecommunication,N/A,N/A
5744,Digital principles and design,"Givone, Donald A",Telecommunication,N/A,N/A
5745,Digital principles and design,"Givone, Donald A",Telecommunication,N/A,N/A
5746,Digital communications,"Haykin, Simon",Electronics,N/A,N/A
5747,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Electronics,N/A,N/A
5748,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Electronics,N/A,N/A
5749,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Electronics,N/A,N/A
575,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5750,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Electronics,N/A,N/A
5751,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5752,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5753,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5754,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5755,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5756,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Telecommunication,N/A,N/A
5757,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Electronics,N/A,N/A
5758,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Telecommunication,N/A,N/A
5759,Embedded microcontrollers,"Morton, Todd D",Electronics,N/A,N/A
576,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5760,Embedded microcontrollers,"Morton, Todd D",Telecommunication,N/A,N/A
5761,Radar,"Edde, Byron",Electronics,N/A,N/A
5762,Radar,"Edde, Byron",Telecommunication,N/A,N/A
5763,Elements of electronic instrumentation and measure,"Carr, Joseph J",Electronics,N/A,N/A
5764,Elements of electronic instrumentation and measure,"Carr, Joseph J",Electronics,N/A,N/A
5765,Elements of electronic instrumentation and measure,"Carr, Joseph J",Electronics,N/A,N/A
5766,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Electronics,N/A,N/A
5767,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Electronics,N/A,N/A
5768,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Electronics,N/A,N/A
5769,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Electronics,N/A,N/A
577,Elements of mechanical engineering,"Roy, K.P. & others",Mechanical,N/A,N/A
5770,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Electronics,N/A,N/A
5771,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Telecommunication,N/A,N/A
5772,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Telecommunication,N/A,N/A
5773,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Telecommunication,N/A,N/A
5774,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Telecommunication,N/A,N/A
5775,Basic Electronics,"Grob, Bernard & Schultz, Mitch",Telecommunication,N/A,N/A
5776,"Signals, systems, and transforms","Phillips, Charles L.  Parr, Jo",Electronics,N/A,N/A
5777,"Signals, systems, and transforms","Phillips, Charles L.  Parr, Jo",Telecommunication,N/A,N/A
5778,Network analysis with applications,"Stanley, William D",Electronics,N/A,N/A
5779,Network analysis with applications,"Stanley, William D",Telecommunication,N/A,N/A
578,A text book of elements of mechanical engineering ,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5780,Power electronics for technology,"Ahmed, Ashfaq",Electronics,N/A,N/A
5781,Power electronics for technology,"Ahmed, Ashfaq",Telecommunication,N/A,N/A
5782,Digital processing of speech signals,"Rabiner, L. R. and Schafer, R.",Electronics,N/A,N/A
5783,Digital processing of speech signals,"Rabiner, L. R. and Schafer, R.",Telecommunication,N/A,N/A
5784,Satellite communications,"Roddy, Dennis",Electronics,N/A,N/A
5785,Brock biology of microorganisms,"Madigan, Michael T; Martinko, ",Biotechnology,N/A,N/A
5786,Biotechnology : an introduction,Barnum Susan R,Biotechnology,N/A,N/A
5787,Biotechnology : an introduction,Barnum Susan R,Biotechnology,N/A,N/A
5788,Biotechnology : an introduction,Barnum Susan R,Biotechnology,N/A,N/A
5789,Biotechnology : an introduction,Barnum Susan R,Biotechnology,N/A,N/A
579,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5790,Biotechnology : an introduction,Barnum Susan R,Biotechnology,N/A,N/A
5791,Modern concepts of microbiology,"Kumar, H D & Kumar, Swati",Biotechnology,N/A,N/A
5792,Modern concepts of microbiology,"Kumar, H D & Kumar, Swati",Biotechnology,N/A,N/A
5793,Modern concepts of microbiology,"Kumar, H D & Kumar, Swati",Biotechnology,N/A,N/A
5794,Modern concepts of microbiology,"Kumar, H D & Kumar, Swati",Biotechnology,N/A,N/A
5795,Modern concepts of microbiology,"Kumar, H D & Kumar, Swati",Biotechnology,N/A,N/A
5796,Modern concepts of biotechnology,"Kumar, H D",Biotechnology,N/A,N/A
5797,Modern concepts of biotechnology,"Kumar, H D",Biotechnology,N/A,N/A
5798,Modern concepts of biotechnology,"Kumar, H D",Biotechnology,N/A,N/A
5799,Modern concepts of biotechnology,"Kumar, H D",Biotechnology,N/A,N/A
58,Engineering Mathematics - II,"Rudraiah N, Shiva Kumar B S an",Mathematics,N/A,N/A
580,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5800,Modern concepts of biotechnology,"Kumar, H D",Biotechnology,N/A,N/A
5801,Molecular biology,"Kumar, H D",Biotechnology,N/A,N/A
5802,Molecular biology,"Kumar, H D",Biotechnology,N/A,N/A
5803,Molecular biology,"Kumar, H D",Biotechnology,N/A,N/A
5804,Advanced DBA Certification guide and reference,"Snow, Dwain R &  Phan, Thomsas",Computer Science,N/A,N/A
5805,Advanced DBA Certification guide and reference,"Snow, Dwain R &  Phan, Thomsas",Information Science,N/A,N/A
5806,CGI Programming on the World Wide Web,Gundavaram Shishir,Computer Science,N/A,N/A
5807,CGI Programming on the World Wide Web,Gundavaram Shishir,Computer Science,N/A,N/A
5808,CGI Programming on the World Wide Web,Gundavaram Shishir,Computer Science,N/A,N/A
5809,CGI Programming on the World Wide Web,Gundavaram Shishir,Information Science,N/A,N/A
581,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5810,CGI Programming on the World Wide Web,Gundavaram Shishir,Information Science,N/A,N/A
5811,Network analysis and synthesis,"Sinha, Umesh",Telecommunication,N/A,N/A
5812,Network analysis and synthesis,"Sinha, Umesh",Telecommunication,N/A,N/A
5813,Network analysis and synthesis,"Sinha, Umesh",Electronics,N/A,N/A
5814,Network analysis and synthesis,"Sinha, Umesh",Electronics,N/A,N/A
5815,Network analysis and synthesis,"Sinha, Umesh",Electronics,N/A,N/A
5816,Object oriented programming in C++,"Lafore, Robert",Computer Science,N/A,N/A
5817,Object oriented programming in C++,"Lafore, Robert",Computer Science,N/A,N/A
